,Post,Title,Replies,Views,Comment#,Query,Contents,Len,Days,Link,visit,read,topic,posts,given,received,topic_c,post_c,HelpLabel,AnswerLabel
947,228,AAArg! flyaway! Please help with crash report!,1,821,1,"Hi had a a very scary fly away - i’d really appreciate a second pair of eyes ( or more) at the logs to try and work out what on earth happened- as I’m a bit too scared to fly again until I’m happy this won’t happen again! [attachment=0]2016-03-19 16-24-48.log[/attachment] Brief overview from real world: I flew one battery worth of flight, everything as normal,  put in second battery, armed, took off in stabilise mode. almost immediately affter leaving the ground it was not responding . I think it clipped ground and then the hex then began to spiral and gain altitude to about 150m, while heading away from me. ( it looked as if the battery had become dislodged and was upsetting the balance. I tried cycling to other modes/ alt hold/ rtl, landing to no effect. at which point i began runnign after the hex, with my throttle at 0 hoping to crash. It continued flying over empty football pitches, over a rugby game, tress and was then obscured by trees, my wife saw it then plummet and it landed neatly between trees and a towpath next to a canal. Lipo was still attached, motors beeping in error. I was terrified that this was going to hit a person/vehicle/ head off into residential areas with no option to ditch. there was a failsafe set on my receiver which should switch it to landing mode and a low throttle- perhaps this was engaged, but perhaps the throttle was too high? perhaps the quad was trying to stabilise once the battery was knocked loose, by throttling up? Perhaps there was interference somehow ( i’ve flown this field before many times without issue) there was surprisingly little damage ( as far as I can tell so far) The landing gear was totaled, and I broke a boom arm, but everything else seems intact - so hopefully technically an easy repair. [attachment=0]2016-03-19 16-24-48.log[/attachment] if anyone could take a look at this log and try to fathom what has happened i would be most grateful. So far this is what i’m reading- gps logged correctly (until crash) - route is terrifyingly mapped; actual flight mode never changed. throttle in/out was very quickly on at a constant 370  it appeared to still be on when it dropped out the sky which is confusing, but so glad it did! Equipment overview- taranis x9d x8d receiver  - fail safe set to land mode - and fairly low throttle - landing gear lowered. apm 2.5 tarot hex frame  680 carbon - rctimer esc and motors custom retracts powered by secondary aux lipo. no gimbal on this flight","there was no mode-change, only one throttle input the whole way, makes me guess for a very bad failsafe setup on RC reciever, like “hold” or predefined positions that are not trigging AP failsafe. there’s very little logged data,  several things like vibrations, RCIN , IMU  - that could help understanding what’s happened, are missing due to config. but your constant throttle in plus the fact there was no mode change, hells me this was RC related, combined with poor(useless) failsafe setup.",494,0,0,1.3k,4d,1.4k,8.4k,19,144,106,1.3k,1,0
948,230,"Log check Throttle problem, does not hover, no TX control",2,726,1,"So fixed the Iris+ after hitting the geofence (and the ground) by replacing an arm. Did a clean testflight, hover, loiter and all kinds of stuff. No problems at all. Fixed the gimbal, programmed it and went for a nice flight… well… Started her up as it should awaited GPS lock and gave some throttle to get it to hover. Nothing happened, apart from the motors spinning up. Then more throtlle, after 50% it started to spin up fast, but still not going airborne. Lost total control and had to push it down to the ground and de-connect the Lipo. Run through all kinds of calibrations (receiver, ESC’s, etc) but no changes at all. Bit afraid of trying it outside again, so can you please help me out and analyse the log for possible issues??? Thanks!!",Anyone? ,8,16,0,0,< 1m,0,5,0,0,2,3,0,0
949,230,"Log check Throttle problem, does not hover, no TX control",2,726,2,"So fixed the Iris+ after hitting the geofence (and the ground) by replacing an arm. Did a clean testflight, hover, loiter and all kinds of stuff. No problems at all. Fixed the gimbal, programmed it and went for a nice flight… well… Started her up as it should awaited GPS lock and gave some throttle to get it to hover. Nothing happened, apart from the motors spinning up. Then more throtlle, after 50% it started to spin up fast, but still not going airborne. Lost total control and had to push it down to the ground and de-connect the Lipo. Run through all kinds of calibrations (receiver, ESC’s, etc) but no changes at all. Bit afraid of trying it outside again, so can you please help me out and analyse the log for possible issues??? Thanks!!","Ok, I lost the Iris+ today. I started all over as it was probably a SW issue causing the hoover-problem. So all from the textbook: new firmware, new settings, no changes made to that apart setting all to Iris+ settings (as per the book). Then iniating, calibrating all sensors, ESC’s, radio etc by the book and all seemed to work fine. Then the moment of truth: getting more then 50% throttle, below worked fine. I took 2meters of distance so it could hoover around right above the floor (if the issue still persisted)… well just a bit over 50% throttle and BOOM… It just took FULL throttle right up in the air… ascending, ascending, initiated RTL, ascending, ascending, uhmmm bit of panic?, ascending and out of sight on a nice blue sky and windless day. After 15’ looking into the nice clear blue sky, I heard it come down around 50-75 meters away from me, but could not get it in sight as I looked right into the sun. There are builings and houses that way so I started up the laptop, connected to tower but no way to find it back… I still confused and not sure if I buy an Iris again…",1088,31,0,0,< 1m,0,5,0,0,2,3,1,0
950,231,GPS fail safe not working,1,629,1,"Hi, I have the following setup: HEXAcopter frame Pixhawk flight controller Firmware version:  ArduCopter V3.2.1 (36b405fb) After I flew an autonomous mission ended with landing i flew again in the loiter mode this time i lost the GPS signal (GPS HDOP climbs rapidly ) and the the  GPS glitch  was detected and the GPS fail safe was triggered (alt hold), but the hexacopter rolled and accelerated without control even from rc transmitter and dived into the sea  , it seems that it flew according to the not correct GPS data . Can anyone help me . I don’t have any log files for this mission because my hexa now under water   and i was using my smart phone as ground station. ,",can anybody help?,17,1,0,0,< 1m,0,2,0,0,1,1,0,0
951,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,1,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","*, Please provide tlogs and/or dataflash logs to help troubleshoot your issue. Regards, TCIII GM",96,0,0,2.4k,1d,547,4.1k,1,45,28,1.7k,0,0
952,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,2,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ",Had exactly the same issue when I upgraded a friends tri-copter from 3.2 to 3.2.1 No other changes and many calibrations later it still did it. Dropped back to 3.2 and it was fine again. He wasn’t to bothered so we just left it on 3.2,234,0,0,280,21h,766,3.8k,0,3,6,447,1,0
953,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,3,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","Hi MarkM, good to hear you could solve it! I cleared the EEProm and stepped back to 3.2 several times but the problem is still the same. I assumed it would be a hardware defect first, but after instaling 3.2.1 on two other APM2.6 the problem appeared there as well. Calbrating the accel doesn’t change anything because it is perfectly levelled anyway. For any reason, the motor output is calculated wrong. I will upload a log as soon as possible. Unfortunately the file size is very huge! regards, Robert",504,1,0,0,< 1m,0,8,0,0,1,7,1,0
954,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,4,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","Good evening everybody, I saved a tlog that shows the strange behaviour of my APM2.6. I went also back to 3.2 but it is same as in 3.2.1. After connecting, I armed and increased the throttle up to full. You can see ch2out and ch3out increase much more than 1 and 4. This causes the tilt to the right side although horizon is levelled. Can anybody understand what happens? Thanks guys for your help! regards, Rob",411,1,0,0,< 1m,0,8,0,0,1,7,1,0
955,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,5,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","Good morning, can anybody help?",31,2,0,0,< 1m,0,8,0,0,1,7,0,0
956,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,6,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","Hi, I just upgraded a friend’s APM mini to AC3.2 and then to AC3.2.1. The same phenomenon also there in both versions.  I can’t imagine, it is a hardware fault. It should not be something with my RC since the signals are viewed right in Mission Planner There is no offset on the roll channel that could cause a tilt The accel works properly as I can see on the artificial horizon in MP  What else could lead to this problem? Has anybody analyzed the tlog? Thanks for your help! Rob",481,2,0,0,< 1m,0,8,0,0,1,7,1,0
957,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,7,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ",Nobody can help?,16,3,0,0,< 1m,0,8,0,0,1,7,0,0
958,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,8,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","it happened a few times in the last couple of hours, that after some testing the horizon was not level anymore. It always happened after reconnecting the APM2.6. the misalignment was always same as shown in the screen shot attached. Could this cohere with the wrong calculation of the mot out values?",300,4,0,0,< 1m,0,8,0,0,1,7,0.6667,0
959,232,APM 2.6 tilts right. Three controllers with the same issue!,9,1304,9,"Hi everybody, I am new here since I have an issue with an APM 2.6 and Arducopter 3.2.1. I have three APM2.6 that show all the same problem as follows:  Copter perfectly levelled according to artificial horizon, RC calibrated, voltage > 11V RC channels remapped, 1=Throttle, 2=Roll, 3=Pitch, 4=Yaw --> works as it’s supposed to be No compass (but problems also there with compass) if powered up, armed and throttle up the  copter tilts to the right side (all three boards in the same angle), Mot 2+3 runs far higher if the copter levelled by hand, the right side motors (1 + 4) almost stop while 2 + 3 run with high revs if copter tilted to the right side by hand 1 + 4 accelerate parameters (chXout) show 1162 on all motors in idle with full throttle and copter kept levelled, motors chXout show  right handside motors are lower although copter is levelled! I changed the ESCs from left to right, the problem remained the same I had all the three APM 2.6 working well with previous firmware versions and one of it even with 3.2.1. I’m currently downloading a log file, the size is very large, I hope I can upload it here later. Please see the attached images of the horizon and the parameter status at full throttle (ch1in). I don’t know what could have happened and what ist the reason but it’s driving me nuts. Please help, thanks in advance! Robert ","Hi again, I’m getting more and more hopeless with my APMs and the QC firmware. I bought a VR Micro Brain in order to be compliant for FW versions > 3.2.1. I was hoping that the issue with the roll offset would resolve then but with QC3.3.3 on the new controller, the same thing happened again. I changed the RC sender and receiver but this didn’t fix the problem (as I expected since the RC signals are displayed corrrect in Mission Planner). The calibration, of course, was done. The horizon is also perfectly levelled, so again, I don’t have a clue why the motor outputs 2 and 3 (left motors) are substantially higher than on the right side. Just as with the APMs, the copter tilts right. I can’t imagine the problem comes from a failure in the controller or the software. I tried three APM2.6, one APM Mini and a VR Micro Brain as well as firmware versions from 3.2 to 3.3.3. Again, I kindly ask for your advice, I can’t solve the issue on my own. Thank you! Robert",968,11,0,0,< 1m,0,8,0,0,1,7,1,0
960,234,OSX APM 2.0.18 Crash on Log Open,2,666,1,"Any time I try and open a log that contains data, APM crashes.  If the log is blank, it will open the log and display a blank log, but if there is any information contained in the file, the program will crash.  Mission Planner on Windows does not have this issue, this issue occurs with about a dozen different logs, its not specific to a given log. Attached is an txt of the crash details (in a zip, because I can’t upload just a txt file apparently). Any help is much appreciated, thanks!",I would suggest using * As this version has much better Graph features (see below) and probably doesn’t crash. I’ll push out a new release of APM Planner 2.0.19 soon. [attachment=0]GraphImprovementsCursor.png[/attachment],221,0,1,0,0,0,0,0,0,0,0,1,0
961,234,OSX APM 2.0.18 Crash on Log Open,2,666,2,"Any time I try and open a log that contains data, APM crashes.  If the log is blank, it will open the log and display a blank log, but if there is any information contained in the file, the program will crash.  Mission Planner on Windows does not have this issue, this issue occurs with about a dozen different logs, its not specific to a given log. Attached is an txt of the crash details (in a zip, because I can’t upload just a txt file apparently). Any help is much appreciated, thanks!","Using the 2.0.19 nightly build, the error still happens. I can’t imagine deleting or replacing preferences caches or other dependent files would make a difference, would it? In the crash report, I am unsure if this is the section of relevance, but it looked like it might be. Crashed Thread:        35  AP2DataPlotThread Exception Type:        EXC_BAD_ACCESS (SIGSEGV) Exception Codes:       EXC_I386_GPFLT Exception Note:        EXC_CORPSE_NOTIFY",447,4,0,0,< 1m,0,2,0,0,1,1,1,0
962,236,Maiden flight of Pixhawk Predator 650 catastrophic crash,1,737,1,"So I had a fairly successful maiden that ended in a catastrophic cartwheeling crash straight into the ground… I have a log file can anyone help me figure out what happened? I think I accidentally switched flight modes, possibly to “Drift”? and it INSTANTLY cartwheeled and continued spinning to the ground.","I was able to complete the Auto Analysis but I still can’t make much of it… Log File C:/Users/hamilton/AppData/Local/Temp/tmpBA3F.tmp.log Size (kb) 6667.3212890625 No of lines 82586 Duration 0:04:56 Vehicletype ArduCopter Firmware Version V3.3.3-rc2 Firmware Hash 9217c6bb Hardware Type Free Mem 0 Skipped Lines 0 Test: Autotune = NA - Test: Balance/Twist = NA - Test: Brownout = GOOD - Test: Compass = GOOD - mag_field interference within limits (20.69%) Max mag field length (597.08) > recommended (550.00) Test: Dupe Log Data = GOOD - Test: Empty = GOOD - Test: Event/Failsafe = FAIL - ERRs found: CRASH FLT_MODE Test: GPS = FAIL - Min satellites: 0, Max HDop: 99.99 Test: IMU Mismatch = GOOD - (Mismatch: 0.58, WARN: 0.75, FAIL: 1.50) Test: Parameters = GOOD - Test: PM = NA - Test: Pitch/Roll = NA - Test: Thrust = NA - Test: VCC = GOOD -",843,6,0,0,< 1m,0,2,0,0,1,1,0.6667,0
963,238,Loiter dips in altitude and sluggish moving,8,992,1,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul",Tested today in position hold. Very good position hold and easy to fly around in. Still a bit bumpy up and down. But so rapid movements. I tried to add a bit of mass to apm to help with vibrations but looks like it’s made things worse to me. Attached picture of my apm mounting. Still need to confirm prop balance but I’m just running in vibration limits. Anything else I can try for vibration reducing?,403,1,0,0,< 1m,0,15,0,0,4,11,1,0
964,238,Loiter dips in altitude and sluggish moving,8,992,2,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul","What helped me a lot was to first make sure the props are balanced. I further went as to balance the bells on the motors as well. That made a huge improvement in performance, especially with alt hold and pos hold…There are plenty of videos on that. In your picture the rubber band is just tightening the flight controller closer the vibrations. Hence why it got worst… You may also ain’t to  look into some Kyosho Zeal Tape.  I have read that a little goes along way. Every frame and setup is different so it’s very difficult to say exactly the problem. I say start with your balancing and check your logs after and compare them to before. I’m sure you will see a difference for sure… Sent from my SM-N920V using Tapatalk",721,3,0,0,< 1m,0,41,0,1,0,41,1,0
965,238,Loiter dips in altitude and sluggish moving,8,992,3,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul",Thanks for reply Iv balanced both motors and props. I was surprised how bad they were. Going to test it tonight and see. Also removed the band.,143,4,0,0,< 1m,0,15,0,0,4,11,0.3333,0
966,238,Loiter dips in altitude and sluggish moving,8,992,4,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul",Sweet come back let us know!!,29,5,0,0,< 1m,0,41,0,1,0,41,0,0
967,238,Loiter dips in altitude and sluggish moving,8,992,5,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul","Well went out again tonight for a 10mins flight vibes seem boarderline on the x and y and z is still high Quad dont act strange really, maybe a little bit up and down but its manageable Is there anything else that would effect Z that i could look at?",250,7,0,0,< 1m,0,15,0,0,4,11,1,0
968,238,Loiter dips in altitude and sluggish moving,8,992,6,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul",I wonder if the frame is what is vibrating on you… Have you tried mounting the APM without the “shock absorption mount”?  I ordered one and ended up removing it and just stuck it down with 3m tape. Just a thought…,213,9,0,0,< 1m,0,41,0,1,0,41,1,0
969,238,Loiter dips in altitude and sluggish moving,8,992,7,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul",I went back and read your whole post… You say you get a pretty good alt hold?  Have you done an autotune?  The twitchiness could indicate pid tuning as well…,157,9,0,0,< 1m,0,41,0,1,0,41,0.6667,0
970,238,Loiter dips in altitude and sluggish moving,8,992,8,"Hi all, Test flight again tonight Lifted off in stab. Rock solid hover with next to no movement. flew around a bit then got some height. Switch to loiter mode and position was held good, but copter looses altitude a little then gains it back and so on, but seems to hold position very well. GPS good fix and <1 hdop. While in loiter mode i tried to move around and its very sluggish and twitches allot. Why is this? Viewing my own logs i can see i sort of have a issue with vibrations. XY isnt to bad but could be a little better but Z is just in limits but a bit to close to the edges and does go over now and again. What causes Z vibrations? Props? Nothing is touching the APM board and is mounted on a proper apm holder with rubber stumps each end, will attach picture soon The altitude issues in loiter is deffo down to vibes but why sluggish moving and twitching? Is it a PID issue or will vibes effect this? Attached bin file for viewing. Ignore EKF issue, compass fell off in light, now fixed hehe * Cheers Paul",I did get pretty good alt hold but I also has pretty decent vibes. Theno I had a little crash into a tree. I’m starting to wonder if I have damaged a motor or theses props I have are to heavy. That’s all that’s changed since good vibes. Will heavy none flexible probs wreck vibes? Auto tune is my next thing. Got it doing everything else to a OK standard,354,9,0,0,< 1m,0,15,0,0,4,11,0.6667,0
